Waterbody	IslandGroup	Island
Western North Pacific Ocean	Kuril Islands	Chirpoy
Western North Pacific Ocean	Kuril Islands	Iturup
Western North Pacific Ocean	Kuril Islands	Ketoy
Western North Pacific Ocean	Kuril Islands	Kharimkotan
Western North Pacific Ocean	Kuril Islands	Kunashir
Western North Pacific Ocean	Kuril Islands	Makarushi
Western North Pacific Ocean	Kuril Islands	Matua
Western North Pacific Ocean	Kuril Islands	Onekotan
Western North Pacific Ocean	Kuril Islands	Paramushir
Western North Pacific Ocean	Kuril Islands	Polonskogo
Western North Pacific Ocean	Kuril Islands	Rasshua
Western North Pacific Ocean	Kuril Islands	Shiashkotan
Western North Pacific Ocean	Kuril Islands	Shikotan
Western North Pacific Ocean	Kuril Islands	Shumshu
Western North Pacific Ocean	Kuril Islands	Simushir
Western North Pacific Ocean	Kuril Islands	Tanfilyeva
Western North Pacific Ocean	Kuril Islands	Urup
Western North Pacific Ocean	Kuril Islands	Ushishir
Western North Pacific Ocean	Kuril Islands	Yuri
Western North Pacific Ocean	Kuril Islands	Zelyonyi
Western Tropical Pacific Oceam	Phoenix Islands	Kanton
Willapa Bay		Long Island
Willapa Bay		Pine
Wood Pond		Hog
Yakutat Bay		Khantaak
Yukon River		Marten
Yukon River		Salmon
